05390702e20d459d13ce327a33da6955c2a03f6b	e51f749283c3fb21ef602b7aaaeb2cf73df210f2	80102170	0
84bb8cf5f03ec002ba991dd1da1aaba20c903e3e	3b1374b7f6f470951f28d7d9af942f7d6bcae562	46638464	100
809d59b1dc5f7f03aa2f5f02e9679d7f66b4c7c7	530ccd1eaf1db77694d6dd2597f552ea90179385	87293301	0
3a0d858e9b724c7a72f66bd2a5bedfac3207e4ab	5c952063c7fc8610ffdb798152d69f0b9550762b	75221055	100
fdf9ec134ff7f78ca80d92e9c730ccdf3b5f7787	768682d472ae24d58a4a1c8b1141bd6bbabd7833	76032371	100
719345e20920a80f48af24a1f96be8bb9054b26c	e51f749283c3fb21ef602b7aaaeb2cf73df210f2	80100152	0
693a508c62d08a319dff9baa08bea7ddc2f5a855	aef83196022a4301a261c03fd3335a533e0ad18d	85042560	0
b7e48558408961bcc476dbe10f6fbe65cf413ad6	f8f907ef800092ae7301757e69247af5f31bc000	65254357	3
f0ae5a935897f96591bd5881897bf2860777b79b	d257afcf03a668d16bf8871394601cfb3fa61fc3	87405954	1
d257afcf03a668d16bf8871394601cfb3fa61fc3	6446ad9821021eeb9f85b8a18b0153d58166d161	85698678	2
e73493c972165564f652cf55be3604a3a77dc248	4306d7a79265d2cb85db0c5a55ea5f4f6f73c4b1	81733846	1
6ec9515c9a6a1f5bc6893cea21aaa3975fa40df7	aef83196022a4301a261c03fd3335a533e0ad18d	85043152	0
6587fbda25a0c59003919691ba679a405df8c441	28e322ac9265bf89e59aeadc127b7d49e8e8ad77	85032182	0
2c9134604e49d639fde2bdfd08d6c00256e7d9ec	28e322ac9265bf89e59aeadc127b7d49e8e8ad77	85038492	0
8867ebf25159f785c686bf15545276d9cd1424d7	2589de602ca37d7a628a9da5dd8aed1ca148507b	45239119	34
8050a0255c2c20a7928f64f7aabe6896ba5f6a92	e51f749283c3fb21ef602b7aaaeb2cf73df210f2	80102042	0
a06f907f7ea437ebe60e3d452831ec69e5be43a4	dccf3b77da55107280bd850ea519df3705d1a75a	88308555	1
74138523c2cd1a29f12eaf1e098c744e2ebec3af	aef83196022a4301a261c03fd3335a533e0ad18d	85042787	0
27240a11ae733b42764728442f2dad5a5e68fede	28e322ac9265bf89e59aeadc127b7d49e8e8ad77	85037960	1
5699ef060ae557e4d80f06d9838dfba45cda1602	a180fe01b906a1be37be6c534a3300785b20d947	46733012	58
51bc6aa5da14a780214ed3b41c14d4935e2b28c2	161ba15a5f335c9f06bb5bbb0a9ce14076fbb645	44201972	66
2fd9cacf0beb98608bea3abaf7769534f0701d3b	aef83196022a4301a261c03fd3335a533e0ad18d	85042426	0
6dab207269f8c723f8bb2bd24c86ec67b175c631	97b9d2102a9a65a26e1ee82d59e42d1b73b68689	106727197	100
4e01784d0409393f374e720dfa65b82ec260eaaf	e51f749283c3fb21ef602b7aaaeb2cf73df210f2	80101515	0
093a24f8c8b699f9a80872c8dd98110a87ce7d06	27c4adfe6bcaa0a17293c13eb9c361802cdd910a	63429822	12
c71a15fcb1149254f97059f6cf3f6ed43990ebd4	f70da97812cb96acdf810712aa562db8dfa3dbef	90342391	1
931a864fbee4d3902c569869e7dcea70dd406834	d257afcf03a668d16bf8871394601cfb3fa61fc3	87406399	0
01b26144bf5ca969ad9e2e06f0e48aa016accf75	e51f749283c3fb21ef602b7aaaeb2cf73df210f2	80100206	0
958543756a4c7ac6fb361f0efbfecd98e4d297db	bf8db1a1848e1870cf5f7df363f96bd769a22891	665358	79
221b0e6fdac2784b64da325f820e8a2ecaad912c	8062909712f90a8f78e42c75401086de3ee95fbe	38055901	3
8429ffd4d0ad8b07255340dc8ec0fa1d85910116	dccf3b77da55107280bd850ea519df3705d1a75a	62940598	100
5158fb984e783213ebc4962901410bed4464025f	73f5ebe90f27b46ea12e5795d16c4b408b19cc6f	22333399	100
dc7061aef29c41cb8a2f3b562f7a462835c747d4	aef83196022a4301a261c03fd3335a533e0ad18d	85042306	0
d5f2dbbc76c114d8850222adfef38b88ee4a9d6f	ad9f35685e04a04b0489d4b2989a2b934d3a73d0	63317153	24
c5af1c62c5f711ba6de12bda9121e06108b6b9d7	cd867ce6f2ac9f20c080736abe801ea0b833c1db	83636737	5
489a940ca6dda99816683d8e9da71957e5992c55	e51f749283c3fb21ef602b7aaaeb2cf73df210f2	80099668	0
0a7bfc0e6cbc3698b606e338bbbae08038024d61	4982085c9e2f89f2ecb8131eca71afad896e89cb	22095488	37
39813029a857f3a9fa0c702a5b7d8e62f3489375	aef83196022a4301a261c03fd3335a533e0ad18d	85042178	0
d84e51b191f4089f69083078d0fb2ca0801326c7	28e322ac9265bf89e59aeadc127b7d49e8e8ad77	85038863	0
f0ea1a7b1fe99ba160436fa24694048883d5a931	e51f749283c3fb21ef602b7aaaeb2cf73df210f2	80099782	0
bcbdb9f78c658a73d667bbf30624d0378aa56c28	28e322ac9265bf89e59aeadc127b7d49e8e8ad77	85034215	0
a89023882a1ce84aafa2b74984c4bd4e475b5326	4777ecaaddd5c6e39eb02337f3ff6ffed05540a0	100954394	30
2465daad5686192aff13b6d5a7f6f51f67115a63	3c783c21a0383057d128bae431894a5c19f9cf06	103045625	7
9664134e9bcdb3cdd9b9d1dd2a9530ce9a20572d	28e322ac9265bf89e59aeadc127b7d49e8e8ad77	84092238	1
b88037ad67a11add14706c5c37600e18e704c943	aef83196022a4301a261c03fd3335a533e0ad18d	85043056	0
567557f43e6684fd807c9d1357f27bbf5d23acaa	6d5be44fa51a408ee3b7603aba68554c47a747ba	101536318	4
dc07f916e7a4f86ab1640ad5b3350025ddcbe80e	89069b94a148d6b5c1d8da8d5e7a6dda206eeafa	34094003	100
d0b916203d2bf7a90b765551244e9550b68383c1	b43f130ac41d0ff5183cbb268e76df479e275df0	84734656	65
b57e067ff951943d44642fdd9f9f196311366959	28e322ac9265bf89e59aeadc127b7d49e8e8ad77	85038618	4
e4c1f059ca50a7e28aa2f418972932ecc1aea700	596116dccd760fe9160111e274ae22a6b5966d0e	73311519	19
0a4b176583251c36f1a89add4eee6b1d313a43f1	27c4adfe6bcaa0a17293c13eb9c361802cdd910a	63997625	17
dd7285397bd078517410ceebb24231515ed4659d	344f49a68ff991cfd7f26b9300a3d12590ce2eb9	81985928	1
1e246de150a20515b51287fec8f26d756290a8de	743c8357499b4bbcff2925e072699a1772dc9d36	101174496	7
de7be62db508ed09a83b29eea47b7606583d6de1	c38e4e6a15593f908255214653d3d947ca1c2338	62874725	100
9181c290f147ed7e48fbd642edc02fbf3b211418	e51f749283c3fb21ef602b7aaaeb2cf73df210f2	80099827	0
7593d8308809ff2a798d422588cdef9fc9e6c1f8	dc07f916e7a4f86ab1640ad5b3350025ddcbe80e	79437667	6
70f5419fadd7a20cc6ff0b48a396537647c4d906	3b5a23f6207d87b423c6789d2625ea620423b32d	45929449	100
fc77ff29178b7286a8ba703d7a70895ca74ff466	eebb92f28761fa8127e83824b394e51e02639ab2	45518291	100
15c06e9ffaf31475b14bcae407ede0f4517279d1	b0e1ed61d86edba7029fefee47915bdf0595902e	94793634	0
bf729e66d879566f99a7c7ebc9cb649431cffb52	aef83196022a4301a261c03fd3335a533e0ad18d	79953679	0
ab5fb3af63b83037a77543ca7ef07e0c04d4d3e4	230d3176045af8b767aebec3b3097f522dc8a255	61670969	55
9a1603dd4e0cc99726497cc433f5c746bf4f5177	5432c242405bc4c3b89db465758383b266917756	83209999	100
9901021147c87797cfd7d5585cdcb683e2339f40	dccf3b77da55107280bd850ea519df3705d1a75a	46846978	38
0bcfa77f1e1042dc67b288ddbfd217428448480c	2f2e8c0b1c8546bf94c27630476fac165450e34e	27677502	100
bd177654c79f8cc255aac69398a8f7f63ced8abf	1fbe2acee135d991592f167ac371f3dd893a508b	84650987	7
7ac653cbc82bd54df70bb84d50aebad096f4e348	dc07f916e7a4f86ab1640ad5b3350025ddcbe80e	79453576	1
9dc5f638f01c70bb357dd1991f4487a6b660dc2a	aef83196022a4301a261c03fd3335a533e0ad18d	85043450	0
0db71c3dd417e5b3f813b79c890f326999bd5797	aef83196022a4301a261c03fd3335a533e0ad18d	79982969	0
96443aec84183d799cf67ad0268459e527a1a602	e51f749283c3fb21ef602b7aaaeb2cf73df210f2	80100120	0
8354eda71c4229b5e0083a740754c7e3f5877182	ff031945106474d3ffb9e458c930e4518488f6d9	29815861	100
79c6e93a4176c6ed21184fb0bcdc87bf1c7559f9	b7cea1f88be8e26d2990d09e8595ec4902c7035b	7560575	100
9b0487d5c7a533097a3597439f2ae5e852ad8745	e2fc31f816a9b94326492132018c3aecc4a93ae1	44803243	100
ffcb18da8b65dae930504c03443b81d6738ad19b	aef83196022a4301a261c03fd3335a533e0ad18d	85042694	0
397558e5d63a894934362e5c3c33ab5d0170c228	8894e0a0c962cb723c1976a4421c95949be2d4e3	77115155	8
03882ec12db6182e30d7165a9955781ade482baa	aef83196022a4301a261c03fd3335a533e0ad18d	85042318	0
c6fb5cc21608a0e9361768ba6464f5a8ff0d908c	8bca0ea169dcf5d2297e3f3a5b7b3c95365aa0b3	93177367	1
e82c136a58490fe5f0726d9b58c163fdd546f67e	e629e3e57ba679bfb78e089ba0236f3d2d20d274	64834117	100
65e0ec8d1ac5d07a81abf30d9dea58a2a5d5bcac	e2fc31f816a9b94326492132018c3aecc4a93ae1	67290718	56
ff1fca025c2635a5c3f1275f8c9b21a03b84c232	e51f749283c3fb21ef602b7aaaeb2cf73df210f2	80061434	0
e8c096987a6d9017101117c1b89eb69c1355bfa0	73f5ebe90f27b46ea12e5795d16c4b408b19cc6f	20070573	62
8ad9ddf05852aba8d18d05ca451f801fbab47a3b	e51f749283c3fb21ef602b7aaaeb2cf73df210f2	80099571	0
7018c70626fc21d64cccef6de6b869f7b8f32ab2	8894e0a0c962cb723c1976a4421c95949be2d4e3	28671916	100
3b86bc6a098d2cacd145bdc0f5c72f913154e792	515b72ed8a97f42c568d6a143232775018f133c8	50839298	100
d40f022f75d283eccbc302a7e7783b9fce32d349	c444949e0054a23c44fc45789738bdf64aed2391	44439617	100
